,latitude,longitude,area_in_meters,confidence,geometry,full_plus_code
5958167,-13.6001385,33.81628451,18.1877,0.7176,"POLYGON((33.8163088419804 -13.6001537079182, 33.8163080599368 -13.6001221262677, 33.8162601673207 -13.6001232609457, 33.8162609493579 -13.6001548425967, 33.8163088419804 -13.6001537079182))",5GRM9RX8+WGVC
5958735,-13.59890234,33.82694139,30.5471,0.7359,"POLYGON((33.8269707780173 -13.5988818690467, 33.8269188639803 -13.5988747703867, 33.8269120006363 -13.5989227943819, 33.8269639146836 -13.5989298930427, 33.8269707780173 -13.5988818690467))",5GRMCR2G+CQPR
5963530,-13.598906,33.82648267,10.6146,0.6402,"POLYGON((33.8264974352041 -13.5989214110667, 33.8264942253041 -13.5988881601045, 33.826467897078 -13.5988905918771, 33.8264711069744 -13.5989238428401, 33.8264974352041 -13.5989214110667))",5GRMCR2G+CHQM
5965841,-13.59834693,33.82294601,24.4893,0.7325,"POLYGON((33.8229696585515 -13.5983684128782, 33.8229676981086 -13.5983235572755, 33.822922351637 -13.5983254535293, 33.8229243120714 -13.5983703091329, 33.8229696585515 -13.5983684128782))",5GRMCR2F+M583
5972567,-13.60296437,33.82310659,37.5236,0.8257,"POLYGON((33.8231322350803 -13.6029943604484, 33.8231384047574 -13.6029407061892, 33.8230809367918 -13.6029343837615, 33.823074767102 -13.6029880380203, 33.8231322350803 -13.6029943604484))",5GRM9RWF+R69F
5973772,-13.59990185,33.8238669,27.184,0.7964,"POLYGON((33.8238894075413 -13.5999269862499, 33.8238954276666 -13.5998834718021, 33.8238443798084 -13.5998767146977, 33.8238383596738 -13.5999202291448, 33.8238894075413 -13.5999269862499))",5GRMCR2F+2GQW
5978020,-13.5950219,33.83065006,66.6208,0.8355,"POLYGON((33.830702123261 -13.595008355586, 33.8306477929596 -13.5949692431003, 33.8305979966311 -13.5950354270587, 33.8306523269412 -13.5950745395548, 33.830702123261 -13.595008355586))",5GRMCR3J+X7R5
5988231,-13.60473985,33.82016035,26.3995,0.6731,"POLYGON((33.8201779894494 -13.6047677158541, 33.820188734176 -13.6047224096469, 33.8201427228677 -13.6047119697754, 33.8201319781328 -13.604757275981, 33.8201779894494 -13.6047677158541))",5GRM9RWC+433C
5990419,-13.60045106,33.8241035,25.7082,0.682,"POLYGON((33.8241319052329 -13.6004688732468, 33.8241288818702 -13.6004293134136, 33.8240751071278 -13.6004332454916, 33.8240781304817 -13.6004728053259, 33.8241319052329 -13.6004688732468))",5GRM9RXF+RJ9V
5991594,-13.6037206,33.81937022,37.741,0.6716,"POLYGON((33.819354652366 -13.6037733580096, 33.8194110854708 -13.6036829532048, 33.819385780832 -13.6036678406069, 33.819329347718 -13.6037582454055, 33.819354652366 -13.6037733580096))",5GRM9RW9+GP95
5992983,-13.597317,33.82809759,10.3241,0.6534,"POLYGON((33.8281134696407 -13.5973305019558, 33.828113375411 -13.5973033779276, 33.8280817038385 -13.5973034832002, 33.8280817980647 -13.5973306072287, 33.8281134696407 -13.5973305019558))",5GRMCR3H+36H6
